id_legacy,nombre,categoria,familia,subfamilia,unidad,stock_legacy,minimo,proveedor
inv_bdn3_off_180,ALMENDRAS LAMINADAS O ENTERAS,Abarrotes,LA CHACRA,Sin subfamilia,kg,1.1,1,LA CHACRA
inv_bdn3_off_123,ALUSA PLAST,Aseo,ENVASES EUROPACK,Sin subfamilia,unidad,1,1,ENVASES EUROPACK
inv_bdn3_off_117,AMARETTO CASA,DESTILADOS Y LICORES,DON CARLOS SAAVEDRA,Sin subfamilia,unidad,2,10,DON CARLOS SAAVEDRA
inv_bdn3_off_260,AMARETTO DISARONNO,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,3,4,VINOTECA
inv_bdn3_off_258,AMARGO ANGOSTURA,Abarrotes,VINOTECA,Sin subfamilia,unidad,1,1,VINOTECA
inv_bdn3_off_51,AMONIO CUATERNARIO,Aseo,ASEO TORRES,Sin subfamilia,lt,3,5,ASEO TORRES
inv_bdn3_off_305,APALTAGUA CARMENERE,VINOS Y ESPUMANTES,VINOTECA,Sin subfamilia,unidad,6,1,VINOTECA
inv_bdn3_off_259,APEROL,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,6,6,VINOTECA
inv_bdn3_off_181,APIO,Frutas y Verduras,LA CHACRA,Sin subfamilia,unidad,2,1,LA CHACRA
inv_bdn3_off_182,ARÁNDANOS,Frutas y Verduras,LA CHACRA,Sin subfamilia,kg,0,1,LA CHACRA
inv_bdn3_off_261,ARAUCANO,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,1,1,VINOTECA
inv_1777138612581,AROMATIZANTE LIQUIDO,Aseo,EL TRIGAL,Sin subfamilia,L,1,0,
inv_bdn3_off_148,ARROZ ARBORIO,Abarrotes,ICB,Sin subfamilia,kg,2,4,ICB
inv_bdn3_off_340,ARROZ BASMATI,Abarrotes,SUPERMERCADO,Sin subfamilia,kg,2,2,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_149,ARROZ G1,Abarrotes,ICB,Sin subfamilia,kg,7,10,ICB
inv_bdn3_off_150,ARVEJAS CONGELADAS,CONGELADOS,ICB,Sin subfamilia,kg,1,2,ICB
inv_bdn3_off_85,AUSTRAL CALAFATE,BEBIDAS ALCOHOLICAS,CCU,Sin subfamilia,unidad,48,1,CCU
inv_bdn3_off_86,AUSTRAL LAGER,BEBIDAS ALCOHOLICAS,CCU,Sin subfamilia,unidad,68,1,CCU
inv_bdn3_off_152,AZÚCAR FLOR,Abarrotes,ICB,Sin subfamilia,kg,1,2,ICB
inv_bdn3_off_151,AZÚCAR GRANULADA,Abarrotes,ICB,Sin subfamilia,kg,16,10,ICB
inv_bdn3_off_153,AZÚCAR RUBIA,Abarrotes,ICB,Sin subfamilia,kg,1,2,ICB
inv_bdn3_off_341,AZÚCAR SACHET,Abarrotes,EL TRIGAL,Sin subfamilia,porción,0,100,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_262,BAILEYS,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,1,1,VINOTECA
inv_bdn3_off_183,BERROS,Frutas y Verduras,LA CHACRA,Sin subfamilia,unidad,0,2,LA CHACRA
inv_bdn3_off_73,BILZ,Aguas y Bebidas,CCU,Sin subfamilia,unidad,0,4,CCU
inv_bdn3_off_122,BIOETANOL,Aseo,ECOHOGAR,Sin subfamilia,lt,40,5,ECOHOGAR
inv_bdn3_off_118,BITTER ROSARD CLASICO,DESTILADOS Y LICORES,DON CARLOS SAAVEDRA,Sin subfamilia,unidad,1,10,DON CARLOS SAAVEDRA
inv_bdn3_off_52,BOLSA ASEO 50X70,Aseo,ASEO TORRES,Sin subfamilia,unidad,10,10,ASEO TORRES
inv_bdn3_off_54,BOLSA ASEO 90X120,Aseo,ASEO TORRES,Sin subfamilia,unidad,40,10,ASEO TORRES
inv_bdn3_off_55,BOLSA PREPICADO 20X30,Aseo,ASEO TORRES,Sin subfamilia,unidad,0,1,ASEO TORRES
inv_bdn3_off_56,BOLSA PREPICADO 35X50,Aseo,ASEO TORRES,Sin subfamilia,unidad,1,1,ASEO TORRES
inv_bdn3_off_326,BOLSAS PARA LLEVAR,Aseo,EL TRIGAL,Sin subfamilia,unidad,0,50,ASEO Y OTROS
inv_bdn3_off_124,BOMBILLAS,Aseo,ENVASES EUROPACK,Sin subfamilia,caja,1,1,ENVASES EUROPACK
inv_bdn3_off_249,BRIOMIL DESENGRASANTE,Aseo,VIRGINIA,Sin subfamilia,lt,7.5,5,VIRGINIA
inv_1778250394674,BRÓCOLI,Frutas y Verduras,LA CHACRA,Sin subfamilia,unidad,0,1,LA CHACRA
inv_bdn3_off_369,BROTES,Frutas y Verduras,BROTES,Sin subfamilia,unidad,4,9,"FRUTAS, VERDURAS Y HIERBAS"
inv_bdn3_off_370,BULGUR,Abarrotes,SUPERMERCADO,Sin subfamilia,unidad,0,1,"FRUTAS, VERDURAS Y HIERBAS"
inv_bdn3_off_327,C10,Aseo,EL TRIGAL,Sin subfamilia,unidad,2,4,ASEO Y OTROS
inv_bdn3_off_328,C20,Aseo,EL TRIGAL,Sin subfamilia,unidad,3,4,ASEO Y OTROS
inv_1778877332463,CACAO EN POLVO,Abarrotes,EL TRIGAL,Sin subfamilia,kg,0,0.5,EL TRIGAL
inv_bdn3_off_263,CACHAZA,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,0,2,VINOTECA
inv_bdn3_off_154,CAFÉ EN SACHET,Abarrotes,ICB,Sin subfamilia,unidad,0,90,ICB
inv_bdn3_off_245,CAFÉ GRANO,Abarrotes,SEGAFREDO,Sin subfamilia,kg,5,1,SEGAFREDO
inv_bdn3_off_332,CAFÉ PERSONAL,Abarrotes,SUPERMERCADO,Sin subfamilia,unidad,2,2,"CAFÉ, TÉ E INFUSIONES"
inv_bdn3_off_2,CALAMAR,Pescados y Mariscos,MAR AZUL,Sin subfamilia,kg,10,10,
inv_bdn3_off_3,CALDOSO Y SOPA MARINA,Pescados y Mariscos,PRODUCCION,Sin subfamilia,porción,53,20,
inv_bdn3_off_5,CAMARÓN EC.. UATORIANO PORCIONADO,Pescados y Mariscos,PRODUCCION,Sin subfamilia,porción,70,10,
inv_bdn3_off_4,CAMARÓN EC.... UATORIANO KILO,Pescados y Mariscos,GLOBAL FROZEN,Sin subfamilia,kg,42,10,
inv_bdn3_off_6,CAMARÓN NACIONAL KILO,Pescados y Mariscos,GLOBAL FROZEN,Sin subfamilia,kg,29,10,
inv_bdn3_off_7,CAMARÓN NACIONAL PORCIÓN,Pescados y Mariscos,PRODUCCION,Sin subfamilia,porción,40,10,
inv_bdn3_off_264,CAMPARI,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,1,1,VINOTECA
inv_bdn3_off_74,CANADA DRY,Aguas y Bebidas,CCU,Sin subfamilia,unidad,98,4,CCU
inv_bdn3_off_75,CANADA DRY CERO,Aguas y Bebidas,CCU,Sin subfamilia,unidad,138,4,CCU
inv_bdn3_off_343,CANELA MOLIDA,Abarrotes,EL TRIGAL,Sin subfamilia,porción,0.4,1,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_344,CANELA PALO,Abarrotes,EL TRIGAL,Sin subfamilia,unidad,0,1,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_8,CARNE DE CENTOLLA,Pescados y Mariscos,MARISCOS Y PESCADOS,Sin subfamilia,kg,2,2,
inv_bdn3_off_9,CARNE DE CENTOLLA PORCIÓN,Pescados y Mariscos,PRODUCCION,Sin subfamilia,porción,13,2,
inv_bdn3_off_10,CARNE DE JAIBA,Pescados y Mariscos,AGROMAR,Sin subfamilia,kg,3,10,
inv_bdn3_off_11,CARNE DE JAIBA PORCIÓN,Pescados y Mariscos,PRODUCCION,Sin subfamilia,porción,0,10,
inv_bdn3_off_134,CARNE MOLIDA,Carnes y Aves,FRIGOSORNO,Sin subfamilia,kg,5.6,5,FRIGOSORNO
inv_bdn3_off_308,CASAS D. B. PEQUENAS PRODUCCIONES,VINOS Y ESPUMANTES,VINOTECA,Sin subfamilia,unidad,0,4,VINOTECA
inv_bdn3_off_307,CASAS DEL BOSQUES CHARDONNAY,VINOS Y ESPUMANTES,VINOTECA,Sin subfamilia,unidad,6,1,VINOTECA
inv_bdn3_off_306,CASAS DEL BOSQUES S. BLANC,VINOS Y ESPUMANTES,VINOTECA,Sin subfamilia,unidad,12,1,VINOTECA
inv_bdn3_off_12,CEBICHE DE 150,Pescados y Mariscos,PRODUCCION,Sin subfamilia,porción,23,10,
inv_bdn3_off_13,CEBICHE DE 200,Pescados y Mariscos,PRODUCCION,Sin subfamilia,porción,0,10,
inv_bdn3_off_185,CEBOLLA BLANCA,Frutas y Verduras,LA CHACRA,Sin subfamilia,kg,75.75,15,LA CHACRA
inv_bdn3_off_186,CEBOLLA MORADA,Frutas y Verduras,LA CHACRA,Sin subfamilia,kg,31.65,15,LA CHACRA
inv_bdn3_off_184,CEBOLLÍN,Frutas y Verduras,LA CHACRA,Sin subfamilia,unidad,1,1,LA CHACRA
inv_bdn3_off_329,CERA VITRIFICANTE,Aseo,EL TRIGAL,Sin subfamilia,lt,1,2,ASEO Y OTROS
inv_bdn3_off_225,CHAMPAGNE MOET CHANDON,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,1,3,PREMIUM BRANDS
inv_1777321561531,CHAMPAGNE TATTINGER,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,0,1,PREMIUM BRANDS
inv_bdn3_off_371,CHAMPINONES,Frutas y Verduras,LA CHACRA,Sin subfamilia,unidad,1,1,"FRUTAS, VERDURAS Y HIERBAS"
inv_bdn3_off_227,CHATEU LOS BOLDOS CARMENERE,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,0,10,PREMIUM BRANDS
inv_bdn3_off_226,CHATEU LOS BOLDOS S. BLANC,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,0,10,PREMIUM BRANDS
inv_bdn3_off_156,CHOCLO CONGELADO,CONGELADOS,ICB,Sin subfamilia,kg,2.5,4,ICB
inv_bdn3_off_345,CHOCOLATE VOLCAN,Abarrotes,EL TRIGAL,Sin subfamilia,kg,1.4,3,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_14,CHOLGAS,Pescados y Mariscos,AGROMAR,Sin subfamilia,kg,0,10,
inv_bdn3_off_15,CHORITOS,Pescados y Mariscos,MAR AZUL,Sin subfamilia,kg,10,10,
inv_1777313046744,CHORITOS LIMPIOS,Pescados y Mariscos,PRODUCCION,Sin subfamilia,kg,1,,PRODUCCION
inv_bdn3_off_382,CHORIZOS,Carnes y Aves,SUPERMERCADO,Sin subfamilia,kg,1,2,OTROS
inv_bdn3_off_16,CHORO MALTON,Pescados y Mariscos,AGROMAR,Sin subfamilia,kg,12,10,
inv_bdn3_off_187,CIBOULETTE,Frutas y Verduras,LA CHACRA,Sin subfamilia,unidad,6,5,LA CHACRA
inv_1777734639802,CIF BANOS,Aseo,SUPERMERCADO,Sin subfamilia,LT,1,1,EL TRIGAL
inv_bdn3_off_188,CILANTRO,Frutas y Verduras,LA CHACRA,Sin subfamilia,unidad,5,10,LA CHACRA
inv_bdn3_off_346,CLAVO DE OLOR,Abarrotes,EL TRIGAL,Sin subfamilia,kg,0.4,1,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_58,CLORO,Aseo,ASEO TORRES,Sin subfamilia,lt,8,5,ASEO TORRES
inv_bdn3_off_189,COCHAYUYO ENTERO,Pescados y Mariscos,LA CHACRA,Sin subfamilia,unidad,0,4,LA CHACRA
inv_bdn3_off_190,COCHAYUYO PORCIÓN,Pescados y Mariscos,PRODUCCION,Sin subfamilia,porción,42,40,LA CHACRA
inv_bdn3_off_125,COFIAS BLANCAS,Aseo,ENVASES EUROPACK,Sin subfamilia,unidad,120,100,ENVASES EUROPACK
inv_bdn3_off_269,COINTREAU,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,0,1,VINOTECA
inv_bdn3_off_267,CONAC 3 PALOS,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,6,3,VINOTECA
inv_bdn3_off_268,CONAC HENNESSEY,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,0,1,VINOTECA
inv_bdn3_off_155,CONCENTRADO TOMATE,Abarrotes,ICB,Sin subfamilia,kg,0,3,ICB
inv_bdn3_off_17,CONGRIO CALDILLO,Pescados y Mariscos,PRODUCCION,Sin subfamilia,kg,6,6,
inv_1777408268806,CONGRIO CALUGAS,Pescados y Mariscos,PRODUCCION,Sin subfamilia,kg,2.8,0,PRODUCCION
inv_bdn3_off_18,CONGRIO FILETE (PLANCHA),Pescados y Mariscos,PRODUCCION,Sin subfamilia,unidad,0,15,
inv_bdn3_off_19,CONGRIO FRESCO,Pescados y Mariscos,AGROMAR,Sin subfamilia,kg,53.5,15,
inv_bdn3_off_20,CONGRIO HGT,Pescados y Mariscos,EBISU,Sin subfamilia,kg,0,20,
inv_bdn3_off_21,CONGRIO MEDALLON (FRITO),Pescados y Mariscos,PRODUCCION,Sin subfamilia,unidad,0,20,
inv_bdn3_off_310,CORRALILLO PINOT,VINOS Y ESPUMANTES,VINOTECA,Sin subfamilia,unidad,0,6,VINOTECA
inv_bdn3_off_309,CORRALILLO S. BLANC,VINOS Y ESPUMANTES,VINOTECA,Sin subfamilia,unidad,8,6,VINOTECA
inv_bdn3_off_22,CORVINA,Pescados y Mariscos,MARISCOS Y PESCADOS,Sin subfamilia,unidad,0,30,
inv_bdn3_off_374,CREMA CHANTILLI,Lácteos,SUPERMERCADO,Sin subfamilia,unidad,1,2,LÁCTEOS Y DERIVADOS
inv_bdn3_off_266,CREMA DE CASSIS MITJANS,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,2,2,VINOTECA
inv_bdn3_off_67,CREMA DE LECHE,Lácteos,COLUN,Sin subfamilia,unidad,9,2,COLUN
inv_bdn3_off_347,CREMA DE MARISCOS,Abarrotes,SUPERMERCADO,Sin subfamilia,unidad,32,20,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_87,CRISTAL,BEBIDAS ALCOHOLICAS,CCU,Sin subfamilia,unidad,112,1,CCU
inv_bdn3_off_88,CRISTAL CERO,BEBIDAS ALCOHOLICAS,CCU,Sin subfamilia,unidad,108,1,CCU
inv_1779461389390,DESODORANTE AMBIENTAL,Aseo,SUPERMERCADO,Sin subfamilia,unidad,2,0,SUPERMERCADO
inv_1779546836373,DIENTE DE DRAGON,Frutas y Verduras,LA CHACRA,Sin subfamilia,kg,0,0,LA CHACRA SPA
inv_bdn3_off_270,DRAMBUI,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,1,1,VINOTECA
inv_bdn3_off_348,ENDULZANTE LIQUIDO,Abarrotes,SUPERMERCADO,Sin subfamilia,unidad,0,1,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_349,ENDULZANTE SACHET,Abarrotes,EL TRIGAL,Sin subfamilia,porción,0,100,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_1779459168946,ERIZOS,Pescados y Mariscos,GOURMAR,Sin subfamilia,kg,0,0,GOURMAR
inv_bdn3_off_250,ESCOBILLONES,Aseo,VIRGINIA,Sin subfamilia,unidad,0,2,VIRGINIA
inv_bdn3_off_191,ESPINACA,Frutas y Verduras,LA CHACRA,Sin subfamilia,unidad,0,10,LA CHACRA
inv_bdn3_off_272,FERNET BRANCA,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,1,1,VINOTECA
inv_bdn3_off_157,FIDEOS,Abarrotes,ICB,Sin subfamilia,kg,3.2,5,ICB
inv_1779635554548,FILETE DESPUNTE,Carnes y Aves,PRODUCCION,Sin subfamilia,kg,0,0,
inv_bdn3_off_135,FILETE ENTERO,Carnes y Aves,FRIGOSORNO,Sin subfamilia,kg,7.14,0,FRIGOSORNO
inv_bdn3_off_136,FILETE X 300 G,Carnes y Aves,PRODUCCION,Sin subfamilia,unidad,0,25,FRIGOSORNO
inv_1777407832312,POLLO FILETITOS,Carnes y Aves,PRODUCCION,Sin subfamilia,kg,1.9,0,PRODUCCION
inv_bdn3_off_372,FLORES COMESTIBLES,Frutas y Verduras,FLORES,Sin subfamilia,unidad,4,6,"FRUTAS, VERDURAS Y HIERBAS"
inv_bdn3_off_271,FRANGELICO,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,1,1,VINOTECA
inv_bdn3_off_192,FRUTILLAS,Frutas y Verduras,LA CHACRA,Sin subfamilia,kg,1,1,LA CHACRA
inv_1779563548954,GAS BUTANO,Aseo,SUPERMERCADO,Sin subfamilia,unidad,3,3,SUPERMERCADO
inv_bdn3_off_274,GIN BEEFEATER,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,1,1,VINOTECA
inv_bdn3_off_275,GIN TANQUERAY,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,1,1,VINOTECA
inv_bdn3_off_273,GRANADINA,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,2,2,VINOTECA
inv_bdn3_off_128,GUANTES L,Aseo,ENVASES EUROPACK,Sin subfamilia,unidad,2,1,ENVASES EUROPACK
inv_bdn3_off_127,GUANTES M,Aseo,ENVASES EUROPACK,Sin subfamilia,unidad,0,1,ENVASES EUROPACK
inv_bdn3_off_126,GUANTES S,Aseo,ENVASES EUROPACK,Sin subfamilia,unidad,2,1,ENVASES EUROPACK
inv_bdn3_off_158,HARINA SIN POLVO,Panadería,EL TRIGAL,Sin subfamilia,kg,21.6,20,ICB
inv_bdn3_off_89,HEINEKEN,BEBIDAS ALCOHOLICAS,CCU,Sin subfamilia,unidad,102,1,CCU
inv_bdn3_off_142,HELADO CHOCOLATE,HELADOS Y HIELO,FRUTATTO,Sin subfamilia,unidad,1,2,FRUTATTO
inv_bdn3_off_143,HELADO FRUTOS ROJOS,HELADOS Y HIELO,FRUTATTO,Sin subfamilia,unidad,1,2,FRUTATTO
inv_bdn3_off_144,HELADO VAINILLA,HELADOS Y HIELO,FRUTATTO,Sin subfamilia,unidad,2,5,FRUTATTO
inv_bdn3_off_223,HIELO,HELADOS Y HIELO,PATAGONIA ICE,Sin subfamilia,bolsa,108,90,PATAGONIA ICE
inv_bdn3_off_137,HUESOS,Carnes y Aves,FRIGOSORNO,Sin subfamilia,kg,0,10,FRIGOSORNO
inv_bdn3_off_64,HUEVOS BLANCOS,Huevos,BENBO,Sin subfamilia,bandeja,6,6,BENBO
inv_bdn3_off_65,HUEVOS COLOR,Huevos,BENBO,Sin subfamilia,bandeja,7,6,BENBO
inv_bdn3_off_333,INFUSIÓN BIENESTAR,Abarrotes,DEL HUERTO,Sin subfamilia,unidad,0,1,"CAFÉ, TÉ E INFUSIONES"
inv_1776917622233,INFUSIÓN RELAJANTE,Abarrotes,DEL HUERTO,Sin subfamilia,kg,0,1,DEL HUERTO
inv_bdn3_off_129,JABON DESINFECTANTE COCINA,Aseo,ENVASES EUROPACK,Sin subfamilia,lt,1.5,5,ENVASES EUROPACK
inv_bdn3_off_276,JAGERMEISTER,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,1,1,VINOTECA
inv_bdn3_off_351,JALEA SIN SABOR,Abarrotes,EL TRIGAL,Sin subfamilia,unidad,4,1,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_277,JAMESON,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,0,1,VINOTECA
inv_1777138665395,JAMON ARTESANAL,Carnes y Aves,SUPERMERCADO,Sin subfamilia,kg,1.06,0,SUPERMERCADO
inv_bdn3_off_193,JENGIBRE,Frutas y Verduras,LA CHACRA,Sin subfamilia,unidad,11,1,LA CHACRA
inv_bdn3_off_278,JEREZ TIO PEPE,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,1,1,VINOTECA
inv_bdn3_off_279,JEREZ ZALAMERO,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,4,1,VINOTECA
inv_1776917189996,JUGO DE NARANJA,PULPAS Y JUGOS,SUPERMERCADO,Sin subfamilia,LT,0,1,SUPERMERCADO
inv_bdn3_off_352,JUGO DE TOMATE,PULPAS Y JUGOS,SUPERMERCADO,Sin subfamilia,unidad,1,4,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_1779460993857,JUREL EN CONSERVA,Abarrotes,ICB,Sin subfamilia,unidad,2,0,ICB FOOD SERVICE SPA
inv_bdn3_off_76,KEM PIÑA,Aguas y Bebidas,CCU,Sin subfamilia,unidad,42,4,CCU
inv_bdn3_off_350,KETCHUP,Abarrotes,SUPERMERCADO,Sin subfamilia,unidad,2,2,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_90,KUNSTMANN LAGER,BEBIDAS ALCOHOLICAS,CCU,Sin subfamilia,unidad,56,1,CCU
inv_bdn3_off_91,KUNSTMANN MIEL,BEBIDAS ALCOHOLICAS,CCU,Sin subfamilia,unidad,0,1,CCU
inv_bdn3_off_92,KUNSTMANN SIN ALCOHOL,BEBIDAS ALCOHOLICAS,CCU,Sin subfamilia,unidad,72,1,CCU
inv_bdn3_off_93,KUNSTMANN SIN FILTRAR,BEBIDAS ALCOHOLICAS,CCU,Sin subfamilia,unidad,0,1,CCU
inv_bdn3_off_94,KUNSTMANN TOROBAYO,BEBIDAS ALCOHOLICAS,CCU,Sin subfamilia,unidad,78,2,CCU
inv_bdn3_off_24,LANGOSTINOS,Pescados y Mariscos,MAR AZUL,Sin subfamilia,kg,0,2,
inv_1778094134415,LANGOSTINOS PORCIÓN,Pescados y Mariscos,PRODUCCION,Sin subfamilia,unidad,0,0,PRODUCCION
inv_bdn3_off_353,LAUREL,Abarrotes,EL TRIGAL,Sin subfamilia,unidad,0.3,1,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_251,LAVALOZA,Aseo,VIRGINIA,Sin subfamilia,lt,14,15,VIRGINIA
inv_bdn3_off_375,LECHE DE ALMENDRAS (PRI),Lácteos,SUPERMERCADO,Sin subfamilia,unidad,0,1,LÁCTEOS Y DERIVADOS
inv_1777848334875,LECHE DESCREMADA O SIN LACTOSA,Lácteos,SUPERMERCADO,Sin subfamilia,unidad,2,0,
inv_bdn3_off_66,LECHE ENTERA,Lácteos,COLUN,Sin subfamilia,unidad,16,5,COLUN
inv_bdn3_off_159,LECHE EVAPORADA,Abarrotes,ICB,Sin subfamilia,unidad,3,5,ICB
inv_bdn3_off_376,LECHE PROTEINA (SEBAS),Lácteos,SUPERMERCADO,Sin subfamilia,unidad,18,6,LÁCTEOS Y DERIVADOS
inv_bdn3_off_194,LECHUGA ESCAROLA PERSONAL,Frutas y Verduras,LA CHACRA,Sin subfamilia,unidad,2,2,LA CHACRA
inv_bdn3_off_196,LECHUGA ROBLE HIDROPONICA,Frutas y Verduras,LA CHACRA,Sin subfamilia,unidad,38,3,LA CHACRA
inv_bdn3_off_160,LENTEJAS,Abarrotes,ICB,Sin subfamilia,kg,2,2,ICB
inv_bdn3_off_99,LEYDA RESERVA CHARDONNAY,VINOS Y ESPUMANTES,CCU,Sin subfamilia,unidad,5,,CCU
inv_1777217197205,LEYDA RESERVA MERLOT,VINOS Y ESPUMANTES,CCU,Sin subfamilia,unidad,12,,COMERCIAL CCU S.A.
inv_bdn3_off_100,LEYDA RESERVA PINOT,VINOS Y ESPUMANTES,CCU,Sin subfamilia,unidad,12,6,CCU
inv_bdn3_off_101,LEYDA RESERVA S. BLANC,VINOS Y ESPUMANTES,CCU,Sin subfamilia,unidad,7,6,CCU
inv_bdn3_off_281,LICOR CACAO MITJANS,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,2,2,VINOTECA
inv_bdn3_off_282,LICOR CAFÉ MITJANS,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,1,2,VINOTECA
inv_bdn3_off_280,LICOR DE ANIS,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,2,1,VINOTECA
inv_bdn3_off_119,LICOR DE MANZANILLA CASA,DESTILADOS Y LICORES,DON CARLOS SAAVEDRA,Sin subfamilia,unidad,4,1,DON CARLOS SAAVEDRA
inv_bdn3_off_120,LICOR DE MENTA CASA,DESTILADOS Y LICORES,DON CARLOS SAAVEDRA,Sin subfamilia,unidad,1,10,DON CARLOS SAAVEDRA
inv_bdn3_off_77,LIMÓN SODA,Aguas y Bebidas,CCU,Sin subfamilia,unidad,48,4,CCU
inv_bdn3_off_197,LIMÓN SUTIL,Frutas y Verduras,LA CHACRA,Sin subfamilia,kg,18,10,LA CHACRA
inv_bdn3_off_373,LIMONES JUGO,Frutas y Verduras,KATHERINE LIMONES,Sin subfamilia,malla,4,6,"FRUTAS, VERDURAS Y HIERBAS"
inv_bdn3_off_25,LOCOS FRASCOS,Pescados y Mariscos,K. SHARIFF,Sin subfamilia,unidad,2,12,
inv_bdn3_off_26,LOCOS FRESCOS ENTRADA GALLINA,Pescados y Mariscos,PRODUCCION,Sin subfamilia,docena,0,0,GALLINA
inv_bdn3_off_27,LOCOS PARA PICAR (SALSA),Pescados y Mariscos,K. SHARIFF,Sin subfamilia,unidad,4,4,GALLINA
inv_bdn3_off_138,LOMO LISO ENTERO,Carnes y Aves,FRIGOSORNO,Sin subfamilia,kg,4.18,0,FRIGOSORNO
inv_bdn3_off_139,LOMO LISO PORCIÓN,Carnes y Aves,PRODUCCION,Sin subfamilia,unidad,0,15,FRIGOSORNO
inv_bdn3_off_252,LUSTRA MUEBLES,Aseo,VIRGINIA,Sin subfamilia,lt,2,5,VIRGINIA
inv_bdn3_off_28,MACHAS 1/2 CONCHA,Pescados y Mariscos,K. SHARIFF,Sin subfamilia,bandeja,62,100,
inv_bdn3_off_30,MACHAS LENGUA,Pescados y Mariscos,K. SHARIFF,Sin subfamilia,kg,10,50,K. SHARIFF
inv_bdn3_off_161,MAICENA,Abarrotes,ICB,Sin subfamilia,kg,1,3,ICB
inv_bdn3_off_68,MANJAR,Lácteos,COLUN,Sin subfamilia,kg,3,6,COLUN
inv_bdn3_off_69,MANTEQUILLA,Lácteos,COLUN,Sin subfamilia,kg,3.75,2,COLUN
inv_bdn3_off_198,MANZANAS,Frutas y Verduras,LA CHACRA,Sin subfamilia,KG,3,2,LA CHACRA
inv_bdn3_off_283,MARTINI BIANCO,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,2,2,VINOTECA
inv_bdn3_off_284,MARTINI DRY,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,1,2,VINOTECA
inv_bdn3_off_285,MARTINI ROSSO,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,0,2,VINOTECA
inv_bdn3_off_113,MASAS DE 13 CM,Panadería,CHEF RUBEN DI SOUZA,Sin subfamilia,unidad,440,8,CHEF RUBEN MASAS
inv_bdn3_off_162,MAYONESA (2K),Abarrotes,ICB,Sin subfamilia,unidad,4,12,ICB
inv_bdn3_off_199,MENTA FRESCA,Frutas y Verduras,LA CHACRA,Sin subfamilia,kg,1.1,0.5,LA CHACRA
inv_bdn3_off_286,MENTA MARIE BRIZARD,DESTILADOS Y LICORES,VINOTECA,Sin subfamilia,unidad,0,1,VINOTECA
inv_bdn3_off_354,MERQUÉN,Abarrotes,EL TRIGAL,Sin subfamilia,kg,0.5,1,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
